Id,SalePrice
1461,127500.0
1462,157900.0
1463,165500.0
1464,185000.0
1465,212000.0
1466,181000.0
1467,137500.0
1468,183200.0
1469,173000.0
1470,102000.0
1471,203000.0
1472,94500.0
1473,100000.0
1474,148500.0
1475,139400.0
1476,451950.0
1477,287090.0
1478,320000.0
1479,236500.0
1480,466500.0
1481,403000.0
1482,202500.0
1483,176432.0
1484,206000.0
1485,180000.0
1486,227875.0
1487,423000.0
1488,250000.0
1489,207500.0
1490,193500.0
1491,180000.0
1492,135000.0
1493,181900.0
1494,325300.0
1495,315000.0
1496,311872.0
1497,208500.0
1498,151000.0
1499,151000.0
1500,81000.0
1501,177500.0
1502,167240.0
1503,318000.0
1504,212000.0
1505,214000.0
1506,167000.0
1507,240000.0
1508,215000.0
1509,185000.0
1510,157000.0
1511,153000.0
1512,149900.0
1513,112000.0
1514,190000.0
1515,200000.0
1516,175000.0
1517,176000.0
1518,124000.0
1519,279500.0
1520,141000.0
1521,147500.0
1522,167000.0
1523,116050.0
1524,135750.0
1525,132000.0
1526,134500.0
1527,84900.0
1528,115000.0
1529,143000.0
1530,167000.0
1531,118500.0
1532,119000.0
1533,171500.0
1534,110000.0
1535,150000.0
1536,115000.0
1537,40000.0
1538,230000.0
1539,122000.0
1540,141000.0
1541,176500.0
1542,150000.0
1543,197000.0
1544,96500.0
1545,81000.0
1546,110000.0
1547,150000.0
1548,161750.0
1549,84900.0
1550,148000.0
1551,100000.0
1552,141500.0
1553,128000.0
1554,66500.0
1555,150000.0
1556,135000.0
1557,179500.0
1558,101000.0
1559,128000.0
1560,153900.0
1561,190000.0
1562,134800.0
1563,112000.0
1564,181500.0
1565,150000.0
1566,226000.0
1567,40000.0
1568,244000.0
1569,140000.0
1570,147000.0
1571,150000.0
1572,150000.0
1573,215000.0
1574,60000.0
1575,206300.0
1576,204750.0
1577,207500.0
1578,181000.0
1579,149900.0
1580,176500.0
1581,159000.0
1582,127500.0
1583,305900.0
1584,230000.0
1585,140000.0
1586,72500.0
1587,109500.0
1588,137500.0
1589,135000.0
1590,155000.0
1591,103200.0
1592,107500.0
1593,82500.0
1594,136500.0
1595,141000.0
1596,222500.0
1597,197500.0
1598,181000.0
1599,212000.0
1600,212000.0
1601,89000.0
1602,105000.0
1603,102776.0
1604,275000.0
1605,233230.0
1606,161500.0
1607,200624.0
1608,250580.0
1609,207500.0
1610,167500.0
1611,158500.0
1612,145000.0
1613,140000.0
1614,119500.0
1615,75500.0
1616,84500.0
1617,124000.0
1618,130000.0
1619,130250.0
1620,200000.0
1621,81000.0
1622,150000.0
1623,307000.0
1624,217000.0
1625,127500.0
1626,176000.0
1627,192000.0
1628,290000.0
1629,180000.0
1630,268000.0
1631,225000.0
1632,212000.0
1633,180000.0
1634,183200.0
1635,165600.0
1636,140000.0
1637,197500.0
1638,197000.0
1639,181000.0
1640,197000.0
1641,193500.0
1642,225000.0
1643,213500.0
1644,230500.0
1645,217500.0
1646,171000.0
1647,162900.0
1648,174900.0
1649,154000.0
