Id,SalePrice
1461,107390.77964882264
1462,164623.0580632608
1463,176549.90938751574
1464,191930.51353077876
1465,204412.18673752903
1466,170617.21397426722
1467,190350.93999445246
1468,165401.09072544583
1469,197335.34310129593
1470,108017.1822864351
1471,219226.20064725104
1472,104593.92879565642
1473,92582.5374590845
1474,170293.97583442193
1475,127155.12995374261
1476,354542.1594380349
1477,247128.48522994487
1478,317677.5166721573
1479,293187.22173559444
1480,429565.46362879896
1481,282355.5060727321
1482,218659.45615352536
1483,182205.60318400752
1484,171836.21499988876
1485,210471.6456635167
1486,215962.45297151618
1487,283265.9932159395
1488,238083.2465603741
1489,193723.47147362103
1490,231153.64968070842
1491,194829.46823092978
1492,83588.62293199959
1493,198658.38815240294
1494,290588.39895284164
1495,273514.0078911071
1496,246759.29209012917
1497,185446.1539113169
1498,166100.9806407452
1499,172422.80342173192
1500,161033.2606356027
1501,214512.50756357767
1502,171618.5435528634
1503,285022.84942403715
1504,240411.9060255443
1505,224259.2436612072
1506,181072.59471351
1507,239536.86850628286
1508,197717.3395538569
1509,159947.5995399845
1510,127297.95017825982
1511,149805.66573511926
1512,171227.23349707207
1513,155222.8637017949
1514,160456.83433714122
1515,215917.06010610514
1516,167317.1661720117
1517,175599.9432559544
1518,138050.74404280743
1519,232160.91886048776
1520,118489.24016433531
1521,119469.13517532127
1522,184542.09621031253
1523,88207.71480158862
1524,131868.1871582965
1525,107508.6077459172
1526,102208.73968845676
1527,92135.79508165194
1528,148349.23329411467
1529,139754.21361359645
1530,190325.28849373895
1531,144283.8120396384
1532,100930.5327866814
1533,152725.36978940622
1534,141758.43567124679
1535,155525.30737486668
1536,93141.3358902928
1537,36775.02960601353
1538,170132.2700685062
1539,237052.6264827496
1540,129343.21235530254
1541,155138.21014709375
1542,123485.73262864888
1543,204659.3476736514
1544,72522.75632961746
1545,111667.14092518005
1546,137341.53529047946
1547,135179.21356406194
1548,126242.0631155006
1549,111021.26987455598
1550,125263.49118708464
1551,135318.61806935706
1552,126044.51130064893
1553,149966.9846295995
1554,116664.83578127233
1555,163523.8566607237
1556,75548.13387353087
1557,119747.69767141514
1558,124482.60957948558
1559,75199.25033055333
1560,151144.4101800785
1561,127244.291394723
1562,114687.13069946972
1563,106921.12340915314
1564,168798.93942591868
1565,150163.1499886252
1566,235096.0486027129
1567,80688.37357728518
1568,227884.06485554826
1569,128806.61613120293
1570,149289.40527807726
1571,117230.92646385546
1572,133820.86593072675
1573,228805.0495771478
1574,107308.90952383162
1575,212868.07107648472
1576,261316.0003834402
1577,178432.52668372143
1578,165007.68596377442
1579,139201.4184326985
1580,200138.00715543635
1581,158929.6620848719
1582,117152.33319506253
1583,290020.05545266095
1584,228189.69591831227
1585,148328.0189067502
1586,26671.16980551608
1587,121032.22455940743
1588,149108.1846682312
1589,106643.93246780481
1590,139507.366666571
1591,73023.11904038777
1592,134956.31948533677
1593,125993.46195798836
1594,124772.85142013663
1595,106806.68236243064
1596,224474.34250545237
1597,187824.69637322053
1598,200236.70675236158
1599,196501.57859293622
1600,188385.1991608756
1601,18201.96430186776
1602,97642.3199930345
1603,96303.34865294528
1604,252905.26425276007
1605,252475.0388548175
1606,190370.19395649465
1607,183013.77523500109
1608,211733.55153331163
1609,197741.53016714708
1610,144000.3032928611
1611,131657.87708485383
1612,175678.4563221397
1613,161514.94869283034
1614,124216.79080267213
1615,82231.83986126792
1616,54189.639044339536
1617,74031.91354071494
1618,114648.75877639238
1619,152450.53456175953
1620,147880.77762094434
1621,134463.67167318403
1622,134558.97325627858
1623,260240.09483814318
1624,219703.0939327205
1625,130751.95327889879
1626,177967.38213252858
1627,195617.84415165777
1628,282110.3225996207
1629,180410.94536384003
1630,323884.0382628053
1631,200991.63349865092
1632,235184.5265257495
1633,195316.61430862482
1634,185013.0227033115
1635,182502.29675298053
1636,153225.1010701756
1637,176056.17710020673
1638,216551.7522726298
1639,178218.15982595427
1640,267478.991885456
1641,180240.60155884255
1642,243878.76724477185
1643,222819.9748059218
1644,237695.2223107194
1645,201446.86770140525
1646,160497.3252967656
1647,171995.14454546102
1648,118254.13424667928
1649,134964.75914395714
1650,112156.24461681742
1651,112988.92803558445
1652,103837.09413502732
1653,104048.62637866818
1654,162857.12189133742
1655,168964.4585545239
1656,158451.78315359767
1657,163253.64443005738
1658,168432.1919954943
1659,132220.56345913993
1660,152925.509227925
1661,410953.9342632942
1662,358566.7279854408
1663,358899.68744104216
1664,429169.8833086693
1665,320126.5113497924
1666,301340.7087859235
1667,336063.8468151309
1668,339019.16691311065
1669,303612.22156105755
1670,354931.4206620256
1671,260024.50382077103
1672,390927.38145094435
1673,272651.8263956392
1674,248731.52836194888
1675,208920.8333959697
1676,196992.8840204254
1677,219835.09889122337
1678,426464.3672754862
1679,349255.3744912642
1680,341403.53646820714
1681,296002.84846149996
1682,291281.9468021585
1683,194670.01702774363
1684,199709.48983639415
1685,187186.69416170396
1686,183712.8152781573
1687,197158.04975949097
1688,210094.85097957883
1689,211568.0874570412
1690,214621.89040597717
1691,203104.05152419367
1692,272918.37283255765
1693,197320.4094314425
1694,180312.5169740408
1695,175788.18847718832
1696,275803.90776984335
1697,176870.52809498925
1698,306580.0341138051
1699,309784.6978549659
1700,240164.67888936814
1701,263718.65689643007
1702,239687.76612703194
1703,245783.1595381448
1704,265974.13978080975
1705,251443.15461276894
1706,387423.8393730195
1707,217967.95882589367
1708,196034.9515496395
1709,251601.65818259466
1710,218063.4147048232
1711,267005.385507575
1712,254916.39974868298
1713,274938.7070134516
1714,217818.0172017757
1715,203776.06437520048
1716,186522.36647017565
1717,184509.54269558802
1718,135270.81758257194
1719,211882.59374355144
1720,251882.72173764027
1721,182049.51083850284
1722,123712.33867057867
1723,156859.56785923027
1724,216310.03558840818
1725,231518.65727880274
1726,191359.82476411018
1727,165359.2089378279
1728,198080.40709497727
1729,160627.19524968555
1730,159856.0964789246
1731,122065.70577539934
1732,122299.68156163089
1733,109024.79183236064
1734,111072.66919358404
1735,146081.79020378576
1736,102037.58040585316
1737,314089.87993193953
1738,246164.03354130624
1739,270323.206010631
1740,219204.63888340496
1741,196473.83026410584
1742,185921.2706547618
1743,187916.79677465232
1744,325673.0297988582
1745,209858.2734136331
1746,224541.77532669005
1747,226089.52350359492
1748,216305.36929966425
1749,159611.5774200407
1750,133737.48187509063
1751,256151.26775540703
1752,106839.41363508426
1753,139003.05330009427
1754,202442.69948738365
1755,187779.43327953474
1756,125110.86187291532
1757,110694.91038954674
1758,147859.76315316785
1759,172033.72914769204
1760,159565.90818870862
1761,148935.14099940355
1762,173475.52223216952
1763,190707.15753554384
1764,97001.73679808789
1765,180428.29031533896
1766,172322.94312041113
1767,217021.8547373245
1768,140784.94154425175
1769,181289.37221658893
1770,162452.74233100322
1771,112314.93200746397
1772,137275.0189347702
1773,113753.43774319853
1774,160785.0912403096
1775,133018.37540773232
1776,119157.98334311304
1777,116391.47635487482
1778,144882.87021434863
1779,84566.5864788492
1780,189346.09959291748
1781,121549.82512706312
1782,55240.646599748055
1783,140684.32698322853
1784,110322.40278719345
1785,134576.48869299178
1786,134402.27528079483
1787,193120.5792510193
1788,62154.3084353857
1789,106384.94547953657
1790,37407.676465049444
1791,210229.68221832527
1792,149908.01154094003
1793,165675.42409943143
1794,172200.70403439947
1795,126801.66817212773
1796,137731.74471178223
1797,126032.99706938227
